sens_x,sens_y,sens_z,window,supine,prone,side,sitting,unknown
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
0.05882,0.07008,-0.08227,4304,1.0,0.0,0.0,0.0,0.0
