sens_x,sens_y,sens_z,label,window,supine,prone,side,sitting,unknown
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
1.68,-0.88,0.09,4.0,5080,0.0,0.0,0.0,0.0,1.0
